id_listing,judul,harga,alamat,kamar_tidur,kamar_mandi,garasi/carport,luas_tanah,luas_bangunan
hos17884957,Rumah Suryalaya dkt Rajamantri Buahbatu Turangga di Bawah Njop,"Rp 5,25 Miliar","Turangga, Bandung",5,4,null,: 779 m²,: 255 m²
hos17885622,"Rumah Baru, Megah, Luas Leluasa, Nyaman, Galaxy Margahayu, Kota Bandung","Rp 2,2 Miliar","Bandung Kota, Bandung",6,3,1,: 273 m²,: 400 m²
hos17885772,DIJUAL RUMAH  SUDIRMAN TOWN HOUSE,"Rp 6,5 Miliar","Sudirman, Bandung",5,4,1,: 280 m²,: 760 m²
hos17886589,JARANG ADA RUMAH BESAR TENGAH KOTA BISA DIBUAT 2 RUMAH BARU di MAINROAD SAYAP BKR,"Rp 3,1 Miliar","BKR, Bandung",8,3,1,: 220 m²,: 244 m²
hos17887877,Dijual Rumah Baru Minimalis 2lantai Di Permata Inten Arcamanik,"Rp 1,3 Miliar","Arcamanik, Bandung",3,3,2,: 120 m²,: 155 m²
hos17889774,Rumah Baru Renov Bagus Di Mainroad Sayap Bima,"Rp 4,5 Miliar","Cicendo, Bandung",4,2,1,: 200 m²,: 200 m²
hos17894045,Dijual Villa Di Bandung Harga Dibawah Pasaran . Akses Sungai Bersih,"Rp 6,6 Miliar","Bandung Timur, Bandung",3,3,30,: 4000 m²,: 800 m²
hos17894221,"Rumah Baru Minimalis Modern di Belakang Setraduta, Bandung Utara",Rp 970 Juta,"Sarijadi, Bandung",3,2,2,: 77 m²,: 67 m²
hos17918520,Rumah Baru Hoek Di Komplek Sariwangi Asri Dekat Setraduta,"Rp 1,5 Miliar","Sarijadi, Bandung",3,2,2,: 132 m²,: 85 m²
hos17921454,"Komplek Bumi Harapan, Cibiru Hilir",Rp 450 Juta,"Cibiru, Bandung",2,1,null,: 60 m²,: 45 m²
hos17930092,Dijual Rumah Town House Arcamanik Cluster Asri,"Rp 1,15 Miliar","Arcamanik, Bandung",3,2,2,: 86 m²,: 140 m²
hos17931872,Dijual Rumah Megah Dan Kokoh Cocok Utk Koskosan Di Arcamanik,"Rp 2,75 Miliar","Arcamanik, Bandung",13,10,5,: 276 m²,: 540 m²
hos18015314,Dijual Rumah Sayap Riau Mainroad Strategis Cocok Untuk Kuliner,Rp 19 Miliar,"Riau, Bandung",9,2,2,: 445 m²,: 250 m²
hos18015703,Dijual Rumah Belanda di Jl Nangka Sayap Riau,"Rp 8,74 Miliar","Riau, Bandung",3,1,5,: 437 m²,: 400 m²
hos18019939,"Jual Bu Rumah Bagus Shm Di Jalan Kautamaan Istri, Bandung Kota",Rp 8 Miliar,"Bandung Kota, Bandung",4,2,2,: 450 m²,: 500 m²
hos18024446,Rumah New Type di Tatar Surawisesa Kota Baru Parahyangan,"Rp 4,03 Miliar","Kota Baru Parahyangan, Bandung",4,3,2,: 180 m²,: 180 m²
hos18026949,Rumah Asri Banyak Tanaman Halaman Besar di Antapani,"Rp 2,3 Miliar","Antapani, Bandung",4,3,1,: 310 m²,: 161 m²
hos18044621,Kota Baru Parahyangan Tipe Rumah 2 Lantai Di Mainroad Nilapadmi Residence.,"Rp 5,61 Miliar","Kota Baru Parahyangan, Bandung",4,3,2,: 290 m²,: 265 m²
hos18054554,Rumah Termurah di Batununggal Cocok Untuk Investasi,"Rp 4,5 Miliar","Batununggal, Bandung",4,3,3,: 498 m²,: 170 m²
hos18058393,Dijual Rumah Nyaman Dan Luas Cocok Untuk Keluarga Besar,"Rp 2,49 Miliar","Ujungberung, Bandung",6,3,2,: 285 m²,: 241 m²
hos18084285,Dijual Rumah Baru On Progress Finishing Di Cisaranten Kulon,"Rp 1,99 Miliar","Arcamanik, Bandung",4,3,1,: 148 m²,: 161 m²
hos18089515,"Rumah Baru di Kota Baru Parahyangan, Tarubhawana","Rp 2,14 Miliar","Kota Baru Parahyangan, Bandung",3,2,null,: 120 m²,: 94 m²
hos18089665,Dijual/disewakan Rumah di padasuka - Bandung Timur,Rp 950 Juta,"Padasuka, Bandung",3,2,null,: 120 m²,: 100 m²
hos18098649,Rumah Baru Murah 2 Lantai di Podomoro Park Cluster Amagriya Eka,"Rp 1,75 Miliar","Podomoro Park Bandung, Bandung",2,3,2,: 90 m²,: 94 m²
hos18112213,Dijual Rumah Tinggal Di Komplek Padasuka Estate Bandung,Rp 900 Juta,"Cimenyan, Bandung",5,3,null,: 107 m²,: 120 m²
hos18117917,Dijual Rumah Tinggal Mainroad Pagarsih Kota Bandung,"Rp 2,6 Miliar","Astanaanyar, Bandung",3,2,null,: 90 m²,: 160 m²
hos18118896,Rumah Bagus Nyaman Strategis di Taman Kopo Indah 1,"Rp 1,8 Miliar","Taman Kopo Indah, Bandung",5,3,null,: 155 m²,: 171 m²
hos18121111,"Jual Rumah Lokasi Bagus, Taman Kopo Indah","Rp 1,3 Miliar","Taman Kopo Indah, Bandung",null,null,null,: 200 m²,: 100 m²
hos18124800,Rumah Baru Exclusive di Kota Baru Parahyangan,Rp 6 Miliar,"Kota Baru Parahyangan, Bandung",4,3,2,: 301 m²,: 196 m²
hos18128953,Rumah Luas Nyaman Terawat di Jalan Tikukur Bandung,"Rp 7,8 Miliar","Coblong, Bandung",7,3,1,: 392 m²,: 175 m²
hos18128965,Rumah Mewah Terawat Luas di Pondok Hijau Bandung,Rp 10 Miliar,"Sukasari, Bandung",6,3,2,: 678 m²,: 700 m²
hos18129002,Rumah Bagus Nyaman di Taman Holis Indah Bandung,Rp 900 Juta,"Holis Cigondewah, Bandung",3,2,1,: 114 m²,: 103 m²
hos18147559,Murah Sekali!!! Rumah Hitung Tanah Harga Njop Di Bumi Kopo Kencana,"Rp 2,2 Miliar","Peta, Bandung",2,2,2,: 280 m²,: 280 m²
hos18147600,Cuma 600an Kamu Bisa Dapat Rumah Bonus View Cantik,Rp 650 Juta,"Sariwangi, Bandung",2,1,1,: 96 m²,: 60 m²
hos18158226,Rumah Mewah Aset Mandiri,"Rp 3,12 Miliar","Padalarang, Bandung",2,1,null,: 140 m²,: 231 m²
hos18158227,Rumah Murah Aset Mandiri,Rp 719 Juta,"Rancasari, Bandung",3,2,null,: 85 m²,: 127 m²
hos18158229,Rumah Murah Aset Mandiri di kopo,Rp 962 Juta,"Margahayu, Bandung",2,1,null,: 63 m²,: 98 m²
hos18158230,Rumah Murah Aset Mandiri di Padalarang,Rp 210 Juta,"Padalarang, Bandung",2,1,null,: 36 m²,: 84 m²
hos18158231,Rumah dan Galery Lukisan Aset Mandiri di Baleendah,Rp 666 Juta,"Baleendah, Bandung",4,2,null,: 197 m²,: 405 m²
hos18167177,Dijual Rumah Tatar Lokacitra Di Kota Baru Parahyangan,"Rp 3,8 Miliar","Kota Baru Parahyangan, Bandung",4,3,null,: 162 m²,: 139 m²
hos18167277,Rumah Minimalis Aset Mandiri,Rp 524 Juta,"Cileunyi, Bandung",2,1,null,: 95 m²,: 84 m²
hos18176979,Rumah Shm Di Gempol Asri Bagus Timur,Rp 2 Miliar,"Cijerah, Bandung",3,2,2,: 228 m²,: 180 m²
hos18183923,Wah Kece Nih Rumah Asri Cocok Untuk Family Di Citeureup Cimahi,"Rp 2,85 Miliar","Cimahi, Bandung",5,3,1,: 339 m²,: 270 m²
hos18189268,Cepaattt Rumah Baru Student House 3 Lantai Lingkungan Nyaman Strategis Di Podomoro Park Cluster Naragriya Bandung,"Rp 2,3 Miliar","Podomoro Park Bandung, Bandung",10,3,1,: 70 m²,: 146 m²
hos18189445,Best Buy!!! Dijual Rumah Minimalis Nyaman Dalam Cluster Cigadung Dago Bandung Utara,"Rp 1,95 Miliar","Cigadung, Bandung",4,3,2,: 108 m²,: 138 m²
hos18190411,"Rumah Baru Minimalis Modern 2 Lantai di Area Kembar Bkr, Bandung","Rp 2,95 Miliar","BKR, Bandung",4,3,2,: 195 m²,: 170 m²
hos18192342,HotSale.!Jarang Ada Rumah di Kota Bandung Burangrang Kec. Lengkong Kota Bandung,"Rp 1,71 Miliar","Burangrang, Bandung",4,2,null,: 81 m²,: 100 m²
hos18194165,Rumah Hitung Tanah Setra Murni Bandung,"Rp 10,5 Miliar","Setra Murni, Bandung",5,4,4,: 1000 m²,: 900 m²
hos18201424,Mau cari Rumah Hook di Kota Baru Parahyangan hanya 2M an saja? Yuk sini merapaatt,"Rp 2,3 Miliar","Kota Baru Parahyangan, Bandung",2,2,1,: 143 m²,: 56 m²
hos18208343,Rumah Kosan Murah Dibawah Njop Sayap Jalan Jakarta Bandung,Rp 4 Miliar,"Antapani, Bandung",23,6,2,: 452 m²,: 500 m²
hos18225366,"Rumah Murah Aset Mandiri, Katapang, Kab Bandung",Rp 807 Juta,"Katapang, Bandung",3,1,null,: 432 m²,: 273 m²
hos18237340,"Rumah 1,5 Lantai Dilingkungan Asri Sejuk Pondok Hijau","Rp 1,37 Miliar","Pondok Hijau, Bandung",2,2,1,: 98 m²,: 105 m²
hos18239034,"Rumah Minimalis Bagus Dan Harga Murah di Mekar Wangi, Bandung","Rp 2,7 Miliar","Mekar Wangi, Bandung",4,2,2,: 120 m²,: 170 m²
hos18239871,Dijual Rumah Kekinia Terawat Komplek Arcamanik Endah Kota Bandung,"Rp 3,5 Miliar","Arcamanik, Bandung",4,4,1,: 268 m²,: 300 m²
hos18241548,"Rumah Aset Mandiri di Ciparay, Kab Bandung",Rp 170 Juta,"Ciparay, Bandung",2,1,null,: 36 m²,: 60 m²
hos18248589,Padasuka Ideal Residence 400 Juta Murah Bawah Harga Pasar,Rp 400 Juta,"Padasuka, Bandung",2,1,1,: 111 m²,: 45 m²
hos18254706,Rumah  Nyaman Dan Sejuk Di Setiabudhi Bandung Utara Komplek Setiabudi Regency 2 Lantai Shm,"Rp 2,3 Miliar","Setiabudi, Bandung",5,5,2,: 372 m²,: 162 m²
hos18257243,Rumah Hoek Taman Hadap Selatan Di Kota Baru Parahyangan,"Rp 3,17 Miliar","Kota Baru Parahyangan, Bandung",3,1,null,: 190 m²,: 119 m²
hos18270114,Rumah Minimalis Baru Renov Di Komplek Muara Bandung Kota,"Rp 2,5 Miliar","Muara, Bandung",4,2,1,: 180 m²,: 170 m²
hos18278517,Jual Rumah Kokoh di Komplek Graha Pesona Cisaranten Cinambo Bandung,"Rp 1,4 Miliar","Arcamanik, Bandung",4,3,1,: 96 m²,: 200 m²
hos18283846,Rumah Di Setiabudi Regency Kota Bandung Utara,"Rp 3,79 Miliar","Bandung Kota, Bandung",6,4,null,: 273 m²,: 450 m²
hos18284091,"Rumah Murah Aset BRI, Lembang, Kab. Bandung Barat","Rp 2,5 Miliar","Lembang, Bandung",3,2,null,: 709 m²,: 211 m²
hos18284101,"Rumah Murah Aset BRI, Regol, Kota Bandung","Rp 1,35 Miliar","Regol, Bandung",2,1,null,: 128 m²,: 120 m²
hos18284104,"Rumah Murah Aset BRI, Rancasari, Kab. Cirebon",Rp 750 Juta,"Rancasari, Bandung",5,3,null,: 182 m²,: 250 m²
hos18284106,"Rumah Murah Aset BRI, Solokanjeruk, Kab. Bandung",Rp 500 Juta,"Solokan Jeruk, Bandung",5,3,null,: 173 m²,: 250 m²
hos18288174,Rumah Besar Ex Kostan Cocok Utk Home Industri Di Pharmindo,Rp 4 Miliar,"Cijerah, Bandung",22,7,2,: 400 m²,: 360 m²
hos18292661,Rumah Bagus Nyaman di Jalan Batununggal Sentosa,"Rp 4,2 Miliar","Batununggal, Bandung",4,3,1,: 262 m²,: 220 m²
hos18292666,Rumah Cantik View Danau di Subanglarang Kota Baru Parahyangan,"Rp 7,5 Miliar","Kota Baru Parahyangan, Bandung",5,4,1,: 360 m²,: 285 m²
hos18294033,Rumah Hook Minimalis di Gegerkalong Bandung,"Rp 2,5 Miliar","Geger Kalong, Bandung",5,4,null,: 149 m²,: 150 m²
hos18294041,Rumah Luas Strategis Cocok Usaha di Sayap Riau Bandung,Rp 14 Miliar,"Riau, Bandung",6,2,4,: 488 m²,: 125 m²
hos18294102,Rumah Lama Nyaman Terawat di Sayap Jalan Aceh riau Bandung,Rp 7 Miliar,"Riau, Bandung",8,5,null,: 255 m²,: 325 m²
hos18294420,Rumah Strategis Tengah Kota Cocok Usaha di Mainroad Sayap Riau,Rp 17 Miliar,"Riau, Bandung",3,3,null,: 432 m²,: 250 m²
hos18294798,Rumah Besar Strategis Cocok Usaha di Setra Sari,Rp 6 Miliar,"Setra Sari, Bandung",11,11,1,: 200 m²,: 350 m²
hos18294800,Rumah Terawat Strategis Cocok Usaha di Cihapit Sayap Riau,Rp 7 Miliar,"Riau, Bandung",11,3,null,: 390 m²,: 265 m²
hos18294872,Rumah Nyaman Luas di Mekar Wangi Bandung,"Rp 4,5 Miliar","Mekar Wangi, Bandung",5,3,null,: 200 m²,: 300 m²
hos18298979,Rumah Lama Butuh Renovasi di Kembar Timur Bkr,"Rp 1,55 Miliar","BKR, Bandung",4,4,1,: 150 m²,: 120 m²
hos18301299,"Rumah Luas Bagus di Kembar, Bkr, Kota Bandung. Lebar Muka 15 Meter","Rp 2,9 Miliar","BKR, Bandung",5,3,2,: 299 m²,: 215 m²
hos18312699,Rumah Di Sayap Sawah Kurung Ciateul Cocok Untuk Investasi Menjadi Tempat Kos Rumah Tinggal,Rp 800 Juta,"Ciateul, Bandung",5,3,null,: 82 m²,: 170 m²
hos18313066,Rumah Baru Renovasi Di Taman Kopo Indah 2 Cluster,"Rp 1,95 Miliar","Taman Kopo Indah, Bandung",5,3,2,: 180 m²,: 160 m²
hos18319903,"Rumah Murah Bandung, 10 Menit Menuju Telkom University",Rp 285 Juta,"Kiaracondong, Bandung",2,1,1,: 70 m²,: 45 m²
hos18322798,Rumah Dijual Di Batununggal Mulia Bandung,Rp 2 Miliar,"Batununggal, Bandung",3,2,1,: 126 m²,: 190 m²
hos18329319,Jual Cepat Rumah Bagus Di Taman Kopo Indah 3,"Rp 1,55 Miliar","Taman Kopo Indah, Bandung",3,3,2,: 144 m²,: 280 m²
hos18331156,"Rumah 2 Lantai Bagus Unfurnished SHM di Kbp Kumalasinta

, Bandung","Rp 16,5 Miliar","Kota Baru Parahyangan, Bandung",9,8,2,: 557 m²,: 700 m²
hos18348689,Dijual Hitung Tanah Rumah Msh Layak Huni Di Kota Baru Parahyangan,"Rp 4,68 Miliar","Padalarang, Bandung",5,4,2,: 480 m²,: 200 m²
hos18353125,Rumah Harus Renovasi Second Mainroad Buah Batu Dekat Turangga Bandung,Rp 6 Miliar,"Buah Batu, Bandung",null,null,null,: 207 m²,: 220 m²
hos18353126,Dijual Rumah Strategis Cocok Untuk Usaha Di Turangga Bandung,"Rp 6,5 Miliar","Turangga, Bandung",5,3,null,: 283 m²,: 150 m²
hos18353136,"Rumah dan Gudang, pasti Cuan.. Mainroad di Terusan Kopo","Rp 5,5 Miliar","Kopo, Bandung",4,3,2,: 360 m²,: 304 m²
hos18353141,Rumah Indent Fasilitas Lengkap DP cm 6jt all in di Ciwastra,Rp 576 Juta,"Ciwastra, Bandung",2,1,null,: 60 m²,: 40 m²
hos18353146,Rumah Baru Minimalis Nyaman 2 Lantai di Mekarwangi,"Rp 2,05 Miliar","Mekar Wangi, Bandung",2,2,null,: 75 m²,: 130 m²
hos18353147,Rumah Luas Nyaman Terawat di Taman Kopo Indah 2,"Rp 2,75 Miliar","Taman Kopo Indah, Bandung",3,2,null,: 195 m²,: 170 m²
hos18353166,Rumah Baru Minimalis Nyaman di Greenville Taman Kopo Indah 1,"Rp 1,27 Miliar","Taman Kopo Indah, Bandung",2,2,null,: 74 m²,: 74 m²
hos18353169,Rumah Bagus Nyaman di Greenville Taman kopo indah 1,Rp 975 Juta,"Taman Kopo Indah, Bandung",2,1,null,: 78 m²,: 45 m²
hos18353192,Rumah Baru Minimalis Keren di Kopo Permai 3,"Rp 1,25 Miliar","Kopo Permai, Bandung",3,4,null,: 104 m²,: 160 m²
hos18353236,JUAL Rumah Perlu Renov Sedikit Di Permata Kopo Bandung,"Rp 1,05 Miliar","Kopo, Bandung",3,2,null,: 140 m²,: 100 m²
hos18353286,Rumah Bagus Nyaman 2 Lantai di Kopo Permai,"Rp 2,7 Miliar","Kopo Permai, Bandung",5,4,null,: 188 m²,: 300 m²
hos18356418,Hey Hey Nego Yuu Rumah Idaman Cihanjuang Cimahi Utara,Rp 795 Juta,"Cihanjuang, Bandung",2,1,1,: 80 m²,: 60 m²
hos18363935,Rumah Murah Sekali Akes Motor di Jalan Kopo Bihbul Belakang,Rp 350 Juta,"Kopo, Bandung",2,1,null,: 57 m²,: 57 m²
hos18367206,Rumah Apik di Arcamanik,"Rp 2,7 Miliar","Arcamanik, Bandung",6,3,null,: 208 m²,: 340 m²
hos18368576,Rumah 2lantai Di Wangsa Pilar Beta Garden Pasir Jati Bandung,Rp 985 Juta,"Cicaheum, Bandung",2,2,1,: 60 m²,: 85 m²
hos18372772,Murah Turun Harga Hitung Tanah di Arcamanik Jarang Ada,"Rp 1,35 Miliar","Arcamanik, Bandung",3,2,null,: 176 m²,: 120 m²
hos18375994,Rumah Murah 2 Lantai Di Komp.cingised Sayap Antapani Bandung,Rp 980 Juta,"Bandung Kota, Bandung",4,2,null,: 142 m²,: 100 m²
hos18403473,"Jual Murah Rumah 2 Lantai Bagus di Arcamanik Bandung, Bandung",Rp 3 Miliar,"Arcamanik, Bandung",3,3,null,: 220 m²,: 200 m²
hos18405758,Rumah Bagus Terawat Sayap Riau Cocok Untuk Hunian Atau Kantor,"Rp 17,5 Miliar","Riau, Bandung",5,3,null,: 640 m²,: 400 m²
hos18407615,Dijual Rumah Mewah Lokasi Strategis Di Kota Bandung,"Rp 6,9 Miliar","Andir, Bandung",3,3,null,: 269 m²,: 500 m²
hos18414247,Villa Lux Mewah 10 Kamar Luas Setiabudi Sebelum Lembang Bandung,Rp 45 Miliar,"Setiabudi, Bandung",10,13,13,: 2441 m²,: 840 m²
hos18415093,"Rumah Dijual Cepat Terusan Sukamulya 2,5 Lantai","Rp 2,5 Miliar","Pasteur, Bandung",3,2,2,: 163 m²,: 250 m²
hos18419039,Jual Rumah Dago Giri bandung,"Rp 2,3 Miliar","Resor Dago Pakar, Bandung",2,2,1,: 342 m²,: 150 m²
hos18423758,"Rumah Baru Modern Minimalis Cluster Elit di Mekar Wangi, Bandung","Rp 3,85 Miliar","Mekar Wangi, Bandung",4,4,2,: 139 m²,: 208 m²
hos18429240,Dijual Rumah Asri 2 Lantai Riviera Resort Gegerkalong,Rp 3 Miliar,"Geger Kalong, Bandung",4,4,null,: 191 m²,: 250 m²
hos18430373,"Rumah Di Komplek Lembah Permai Hanjuang, Cihanjuang, Cimahi",Rp 875 Juta,"Cimahi, Bandung",null,null,null,: 132 m²,: 90 m²
hos18433520,Murah Rumah Bagus Di Podomoro Park Buah Batu Bandung,"Rp 1,3 Miliar","Buah Batu, Bandung",2,1,1,: 107 m²,: 40 m²
hos18435569,Mainroad Rumah Kost 80 Kamar Shm Di Cijerah Bandung,Rp 12 Miliar,"Cijerah, Bandung",80,80,null,: 700 m²,: 2528 m²
hos18443787,Rumah Dijual Podomoro Park Bandung,"Rp 5,5 Miliar","Podomoro Park Bandung, Bandung",4,3,1,: 176 m²,: 159 m²
hos18453500,Rumah 2 Lantai SHM Hadap Barat Di Jl Taman Mekar Raharja Bandung,"Rp 2,3 Miliar","Mekar Wangi, Bandung",3,3,null,: 120 m²,: 130 m²
hos18460945,"Rumah Murah Aset BRI, Gedebage, Kota Bandung",Rp 275 Juta,"Gede Bage, Bandung",2,1,null,: 132 m²,: 68 m²
hos18460950,"Rumah Murah Aset BRI, Arcamanik, Kota Bandung",Rp 540 Juta,"Arcamanik, Bandung",3,2,null,: 152 m²,: 120 m²
hos18462545,Rumah Hitung Tanah di Kota Baru Parahyangan Padalarang,"Rp 4,68 Miliar","Kota Baru Parahyangan, Bandung",4,3,null,: 480 m²,: 200 m²
hos18484793,Jual Rumah Muara Baru Hoek,"Rp 3,5 Miliar","Muara, Bandung",2,2,1,: 270 m²,: 217 m²
hos18487193,Rumah Terawat Di Komplek Muara Menarik Jarang Ada,"Rp 3,8 Miliar","Leuwi Panjang, Bandung",4,3,1,: 250 m²,: 325 m²
hos18487885,Rumah Asri Terawat Di Tatar Jingganagara Kbp,"Rp 2,4 Miliar","Kota Baru Parahyangan, Bandung",4,2,1,: 144 m²,: 134 m²
hos18493613,Murah Rumah Bagus 3 Lantai Minimalis Cigadung Bandung Utara,"Rp 1,85 Miliar","Cigadung, Bandung",3,3,1,: 90 m²,: 200 m²
hos18495561,Rumah 2 Lantai Jual Cepat di Komplek Sayap Cikutra Bandung,Rp 2 Miliar,"Cikutra, Bandung",5,2,1,: 270 m²,: 286 m²
hos18495699,Rumah Kokoh 2 Lantai Murah di Graha Puspa Sersan Bajuri Setiabudi Bandung,"Rp 3,2 Miliar","Setiabudi, Bandung",5,4,4,: 750 m²,: 350 m²
hos18495952,Rumah Dijual Di Jalan Saturnus Raya Bandung,"Rp 2,4 Miliar","Buah Batu, Bandung",5,4,3,: 204 m²,: 176 m²
hos18507368,Dijual Cepat Rumah Bagus Terawat Di Cluster Batu Mas Batununggal,"Rp 2,65 Miliar","Batununggal, Bandung",5,3,null,: 251 m²,: 350 m²
hos18511449,Rumah Hoek 2 Lantai Di Komplek Rancaekek Dekat Ke Kawasan Pabrik,Rp 420 Juta,"Rancaekek, Bandung",3,2,null,: 114 m²,: 120 m²
hos18514642,Rumah Lama Hitung Tanah Di Burangrang Akses 2mobil,"Rp 2,5 Miliar","Burangrang, Bandung",3,2,2,: 219 m²,: 100 m²
hos18517335,Hot!!! Arcamanik Endah Dijual Cepat 900 Jutaan Lt 120,Rp 975 Juta,"Arcamanik, Bandung",2,2,1,: 120 m²,: 80 m²
hos18517846,Rumah Baru Bagus Di Cisaranten Arcamanik Bandung,"Rp 1,27 Miliar","Arcamanik, Bandung",4,4,1,: 120 m²,: 170 m²
hos18532014,RUMAH 2 LANTAI STRATEGIS NYAMAN DAN LUAS DI DAGO BANDUNG,"Rp 13,5 Miliar","Cigadung, Bandung",6,3,2,: 1005 m²,: 450 m²
hos18543235,Jual Rumah Mewah Lux Istana Kawaluyaan Bandung,"Rp 3,6 Miliar","Buah Batu, Bandung",5,2,1,: 238 m²,: 285 m²
hos18553793,RUMAH 2 LANTAI STRATEGIS NYAMAN DAN LUAS DI DAGO BANDUNG,"Rp 13,5 Miliar","Cigadung, Bandung",6,3,2,: 1005 m²,: 450 m²
hos18557408,"Rumah 1,5 Lantai Di Sayap Cigadung Dekat Ke Borma Pahlawan",Rp 695 Juta,"Cigadung, Bandung",3,2,1,: 135 m²,: 107 m²
hos18559482,Rumah Murah Dalam Cluster Batununggal Indah Bandung,Rp 2 Miliar,"Batununggal, Bandung",3,2,1,: 126 m²,: 190 m²
hos18566225,Rumah 1 Lantai SHM Terawat Area Suryalaya Buah Batu Kota Bandung,"Rp 5,25 Miliar","Buah Batu, Bandung",6,4,2,: 779 m²,: 255 m²
hos18579638,Rumah Baru Minimalis di Katumiri Cimahi View Gunung,"Rp 1,75 Miliar","Cimahi, Bandung",3,2,null,: 120 m²,: 150 m²
hos18581784,"Rumah Murah Aset BRI, Cicalengka, Kab. Bandung",Rp 550 Juta,"Cicalengka, Bandung",4,1,null,: 133 m²,: 190 m²
hos18589552,"Rumah Bagus SHM - Sertifikat Hak Milik di Pondok Hijau Indah, Bandung Barat",Rp 6 Miliar,"Bandung Barat, Bandung",6,4,5,: 650 m²,: 405 m²
hos18592726,Rumah Keren Harga Murah Sangat Mewah di Setiabudi Regency Bandung,"Rp 3,3 Miliar","Setiabudi, Bandung",3,2,2,: 323 m²,: 310 m²
hos18594194,Rumah Bagus Siap Dihuni Di Antapani Bandung,"Rp 1,3 Miliar","Antapani, Bandung",2,2,null,: 140 m²,: 100 m²
hos18594420,"Rumah Murah Aset BRI, Antapani, Kota Bandung",Rp 750 Juta,"Antapani, Bandung",3,2,null,: 108 m²,: 80 m²
hos18602111,"Rumah Baru Design Minimalis Modern di Taman Kopo Indah, Bandung","Rp 2,15 Miliar","Taman Kopo Indah, Bandung",3,2,2,: 153 m²,: 140 m²
hos18608722,Dijual Rumah Bagus Terawat Di Pondok Hijau,"Rp 3,25 Miliar","Pondok Hijau, Bandung",4,4,2,: 300 m²,: 300 m²
hos18616589,Rumah Di Kbp Cluster Tarubhawana Hgb Bagus,"Rp 2,17 Miliar","Kota Baru Parahyangan, Bandung",3,2,null,: 120 m²,: 94 m²
hos18617833,Rumah Di Jl. Dago Pojok Bandung,Rp 3 Miliar,"Dago, Bandung",4,3,1,: 265 m²,: 160 m²
hos18626465,Rumah Baru Modern Minimalis di Anggapati Kota Baru Parahyangan,Rp 7 Miliar,"Kota Baru Parahyangan, Bandung",1,3,2,: 290 m²,: 199 m²
hos18629001,Dijual Rumah Asri View Kota & Gunung Dengan Desain Artistik,Rp 650 Juta,"Bandung Barat, Bandung",3,1,1,: 119 m²,: 119 m²
hos18630638,Rumah Baru Dijual Podomoro Park Bandung Posisi Hook,"Rp 1,99 Miliar","Podomoro Park Bandung, Bandung",2,2,1,: 94 m²,: 84 m²
hos18632293,Rumah Cantik Buah Batu Dalam Cluster Jarang Ada,"Rp 1,65 Miliar","Buah Batu, Bandung",3,3,2,: 105 m²,: 110 m²
hos18633801,Rumah Minimalis Nyaman di Tatar Simakirana Kota Baru Parahyangan,"Rp 2,7 Miliar","Kota Baru Parahyangan, Bandung",3,2,null,: 120 m²,: 92 m²
hos18642664,Dijual Rumah Baru 1lantai Di Taman Kopo Indah 2,Rp 980 Juta,"Taman Kopo Indah, Bandung",2,1,1,: 90 m²,: 68 m²
hos18643716,Dijual Rumah Taman Kopo Indah 2 Hadap Timur,Rp 985 Juta,"Taman Kopo Indah, Bandung",2,1,1,: 90 m²,: 68 m²
hos18658291,Rumah 2 Lantai Dekat Ke Bojongkoneng Padasuka Suasana Sejuk,Rp 950 Juta,"Padasuka, Bandung",4,3,1,: 160 m²,: 150 m²
hos18669410,Rumah Murah Hitung Tanah di Mainroad BKR Sriwijaya Bandung,"Rp 6,2 Miliar","Lengkong, Bandung",6,5,6,: 519 m²,: 320 m²
hos18675097,Dijual Rumah Riung Bandung Harga Murah,Rp 575 Juta,"Rancasari, Bandung",2,2,null,: 66 m²,: 45 m²
hos18677271,Rumah Minimalis Siaphuni Kalijati Antapani Bandung,"Rp 1,8 Miliar","Antapani, Bandung",4,3,2,: 145 m²,: 140 m²
hos18680609,Rumah Modern Minimalis Dalam Cluster Kopo Permai 2,"Rp 1,2 Miliar","Kopo Permai, Bandung",3,2,1,: 112 m²,: 120 m²
hos18680619,Rumah Minimalis di Tatar Simakirana Kota Baru Parahyangan,"Rp 2,7 Miliar","Kota Baru Parahyangan, Bandung",3,2,null,: 120 m²,: 92 m²
hos18680652,Rumah 2 Lantai Diperumahan Elit Setrasari Bandung,"Rp 6,2 Miliar","Setra Sari, Bandung",3,3,2,: 450 m²,: 300 m²
hos18688189,Rumah Modern Minimalis Murah di Nilapadmi Kota Baru Parahyangan,"Rp 3,75 Miliar","Kota Baru Parahyangan, Bandung",4,4,2,: 151 m²,: 194 m²
hos18695611,"Rumah Murah Aset BRI, Margaasih, Kab. Bandung",Rp 250 Juta,"Margaasih, Bandung",3,2,null,: 115 m²,: 80 m²
hos18695614,"Rumah Murah Aset BRI, Arcamanik, Kota Bandung",Rp 600 Juta,"Arcamanik, Bandung",2,1,null,: 135 m²,: 58 m²
hos18697350,Dijual Cepat Rumah Mewah Harga Murah di Komp.elit Setra Duta Bandung,"Rp 7,7 Miliar","Setra Duta, Bandung",4,4,2,: 375 m²,: 460 m²
hos18702915,"Rumah Murah Aset BRI, Cileunyi, Kab. Bandung",Rp 300 Juta,"Cileunyi, Bandung",3,2,null,: 98 m²,: 190 m²
